Topic,Title,ID,Comments,Label,Index
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,Make Pelosi and the Evil Democrats actually pay the costs for this fiasco.,1,[ 399  390  458 ... 1205  289  702]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"*Biden’s response to Tara Read’s allegations: “I seem to remember her, but I just can’t put my finger in… err… on it.”*",1,[302 832 287 ... 633 271 157]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"Its hilarious how since Dana Perino got her makeover how weird a lot of the interractions with her male collegegues have become. Tucker treats her like a princess and Gowdy just seem, idk, jealous? of her pod cast cohost.. lol",0,[1016 1286  886 ...  702  978  222]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,I can’t even watch because I’m sure it’s the “4” and Juan Williams who feels it’s all valid and not a hoax.,0,[ 473  569  813 ... 1065  289  157]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,*The DemonRATS favorite Doom’s Day Cult Leader: Greta Thunberg!😂😂😂*,1,[  44  495  816 ... 1437  157 1000]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,President Trump will get re-elected because he's a great President. Doug Collins loves our President too. I'm for Doug Collins down here in Georgia. 😊✝️🇺🇸,0,[ 400 1160 1346 ...  939  573 1437]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,What a septic tank swill hole of government. It's like going to a Baptist Church business meeting.,0,[ 856  781  884 ...  739 1000  418]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,They are not “folks” they are criminals!,0,[ 658   86  880 ... 1000 1065  596]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"Good they put juan at the end, I will stop listening when he comes on.",0,[370 410 461 ... 282 157 702]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,The Republicans need to keep an eye on voter fraud from the sickning left.,1,[1294 1314 1026 ...  692 1205  601]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,Trey time to come out of the closet and tell everyone that you are a Democrat pretending to be a Republican.,0,[1413  358  347 ...  157  271  266]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"Lol, when i cant spell his name but when the black guy smiles omg he is straight against what your about to say automatically",0,[859 669 728 ... 596 702 271]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"The DNC gave up on the Presidential race long ago, all their efforts are concentrated on fixing the election to win both Houses",1,[1347  999  390 ... 1205  739  289]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"too much leg,girl-otherwise I like her on the ""5""because she's actually intelligent,not just sexy.",0,[ 432 1271  886 ...  192 1437 1065]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,This guy talks a lot. But when it counted he did precisely jack.,0,[1271 1056  888 ...  173  582  271]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"Technically, Impeachment 4.0",0,[ 441  484  317 ...  692  564 1437]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"LOL juan saying he believes in the constitution, is just one of the most laughable things ive ever heard. Surprised the rest of the panel could even keep a straight face.",0,[1036  354  498 ...  418  692  702]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,Yeah!!! Same old s*** different day!! Shovel it around and get nowhere!!😣😞😒 whatever🙏🙏🙏😔,0,[1249  608  613 ...  157  418  271]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"We already have a way to hold them accountable. It's called the LAW They've already BROKEN!!!! Almost every one of them is involved in some shady deal or another. If Graham even thinks about calling these treasonous rat bastards to account, they simply say ""we'll expose you for the same crooked deals."" It's devilish what they get away with.",1,[ 358  444  487 ...  963 1437  596]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,We Americans cannot wait until the entire government is Republican again in 2020! Trump 2020!!,0,[1413  924 1291 ...  601 1000  222]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"The Dems are so desperate for power again it’s frightening. 
Let’s make sure they never get it. Go vote!!!!!!",0,[ 380  443 1314 ...  696  702 1147]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"The way Juan reacts, it's as if what the rest of the Five are saying is, somewhat conspiracy theories...Juan hers some advise....Obama was a corrupt, incompetent President and there is factual evidence that shows it.",1,[370 477 354 ... 157 564 702]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"*Best actress oscar goes to Nancy ""the ripper"" Pelosi for her stunning performance in the movie ""acquitted"".*",1,[ 315  465  349 ...  739 1336  702]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,Also Nancy: “ Everyone my age pees their pants ITS THE COOLEST!!”,1,[ 600  730 1016 ...  282  147  157]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,He will get re-elected because of his achievements and in keeping his promises and due to the sense of his policies despite the lies and false accusations and slander by Pelosi !,0,[ 390 1190  399 ...  289  702 1205]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,They just want to say he's under Investigation during the election.,0,[ 611 1314 1050 ...  374  702 1205]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,Someone please get that jag-off Juan off this show!!!,0,[410 328 370 ... 289 157 702]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,What have the Democrats actually done these past few years....nothing,1,[ 446  384  443 ...  374 1205  702]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,*“We need to rebuild trust..” says the woman that bleach bitted 30k emails*,1,[452 608 651 ... 739 696 702]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"There ABSOLUTELY needs to be accountability and criminal charges against OBAMA, BIDEN, AND HILLARY! Also democrat leadership from Schiff to Pelosi, Nadler, Schumer, AND MOST DEFINITELY HILLARY!💯🇺🇸",1,[ 465  399  965 ...  696  702 1205]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"Juan's Conservative children have to be the most embarrassed kids in the world when someone ask ""who is your father?""",0,[498 370 479 ... 418 289 702]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"Pelosi is a trump secret agent, she trying get him re-elected with her antics",0,[ 390  344  399 ... 1205  702  289]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"*Joe Biden says he has ""no idea what his son was doing."" Hmmm, well that's easy to believe because Joe Biden has no idea what Joe Biden is doing. 😂*",1,[ 420  287 1049 ... 1000  374  418]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,Funny how the Left can investigate on made up evidence and keep going despite it being debunked. All the while the real evidence points to these so called investigators. Tired of this double standard.,1,[ 487  611 1232 ...  157  739  289]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"Juan ,, spews false laws from his lips and he's wrong ,,,, dang ,, ONE WRONG JUAN....",0,[370 397 328 ... 633 418 702]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,When did Ellen become an attorney?,0,[1213  651  341 ... 1230 1214  290]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,*It's time for the democrat party to collapse.*,0,[ 347  475  446 ... 1000  266  702]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,I sure hope all these probes and court costs come out of their pockets not ours!,0,[ 353 1186  487 ...  596  157 1147]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"We don’t need more ways Trey, we already h e laws on the book that I’ve been broken, what we need is weak Republicans to stand up and push for charges against treasonous criminals in Washington.",0,[ 436  338  385 ...  596  157 1437]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"Did you hear what he said, ""nothing thats what"" they are all frightened of Killery, yes Killery",0,[1124 1331 1287 ...  702  421 1000]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,PLEASE DON'T TELL ME THERE'S GOING TO BE A SECOND IMPEACHMENT😔,0,[ 534 1223  612 ...  421  157  418]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"Gowdy, you're going to jail!",0,[ 377  462 1249 ...  271  702  157]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,Pelosi is sooo pissed at the AOC for putting her through this.,1,[390 458 399 ... 739 702 696]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,He'll get reelected because he's a great president! Four more years!!!!!,0,[494 986 471 ... 564 692 557]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,​President Obama told FBI`s Comey to start investigating Flynn without any legitimate investigative basis. Their purpose with that was to harm Trump and his campaign. They both acted for Hillary Clinton.,1,[ 365  385   85 ...  601 1437  157]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"Is the Flynn case being done ""by the book""? (joke) Or has every single thing that they they have done so far turned out to be shady as heck. (truth)",0,[ 364 1211 1134 ...  128  222  564]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"""The law is the law"" only when it favors the left's agenda.",0,[ 880 1380 1362 ... 1336  596  418]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"Thank you lyndsey sessions, uh uh, gowdy, I mean trey gowdy",0,[ 436  385  426 ...  271 1437  157]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"Trump will get re-elected, b/c he’s done everything, he said he would do!!!! The Rats & sum Republicans, can’t stand what this outsider has done in 3 yrs, that they couldn’t do in 20-30 yrs!!!! He’s getting my vote AGAIN!!!!",0,[1156 1160  944 ...  596 1205  374]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"*""Fredo Cuomo is doing his show from his wife's basement"" (as she is upstairs getting railed by her boyfriend).*",1,[1264 1190 1173 ...  157  739 1336]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,Seriously get rid of Juan.,0,[461 328 410 ... 564 157 702]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"This is a coup against the president, the country and the constitution.",0,[ 459 1482 1036 ...  712  564 1437]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,They know what is going to happen in November and they’re terrified.,0,[ 940 1026  911 ...  382 1000 1147]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,She needs to be committed,0,[ 651  841 1173 ...  702  739  157]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"Ask her out, Trey! 😘",0,[ 417  436  534 ...   60 1437  157]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"*Remove them from the House, so we can get this country on the ball.*",0,[ 999 1271 1369 ...  739 1437  596]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,I guess Juan does not know that there is something called the federal rules of criminal procedure.,0,[397 354 477 ... 564 179 702]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"Gowdy's a sellout just like the rest of them, he could've stopped it long ago and never did.",0,[462 361 412 ... 601 702 157]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,*The left is literally insane. Change my mind*,0,[1489 1485 1362 ... 1000  739  418]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"Trey, the problem is that No one is being held accountable. The Congress is the biggest part of our problem in the US.",0,[ 999 1331  487 ... 1205 1147  596]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,Shame on the Dems. This bunch should never be reelected again.,0,[443 340 481 ... 696 271 702]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"The impeachment has been a blessing in disguise, because God has used it to actually expose the real enemy/enemies. It has been unjust, yes, yes, yes, but it is the way to expose who the real enemy is.",0,[ 317  484 1303 ... 1147  739 1437]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,She drank her way through it .,0,[ 373  686 1016 ...  282  157  271]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,Listen up Trey!!! We The People DID NOT ELECT Dems like Schiff and Noodler!! DEAD PEOPLE DID!,1,[443 380 358 ... 939 157 702]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"Democrats no longer represent the American people, its taxation without representation.",0,[347 403 446 ... 271 702 596]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,We need Trey Gowdy's to head the FBI for our country.i do feel he is a honorable man.,0,[ 436  426  358 ...  179 1437  157]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,*Dying from coronavirus doesn't scare me. Voting DemonRAT when I'm dead does!*,0,[ 962  501  482 ... 1417  702 1000]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,No one knows what mumbling Nancy is saying. She’s trying to say “I’m having a stroke”.,0,[ 315  651  609 ...  290 1336  157]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"PELOSI is MENTALLY impaired.
America needs to be led a REAL SPEAKER of the HOUSE OF REPRESENTATIVES.",0,[ 344 1190  399 ... 1205  702  157]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,I always fast forward when the jerk jaun speaks. Wouldn’t waste my time listening to his stupid comments anymore.,0,[ 454  836 1289 ...  222  702  374]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,Trump will win regardless of Pelosi,0,[ 458  344  351 ... 1205  702  289]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,What we need to work on is getting that damned logo off the screen.,0,[735 985 728 ... 157 739 179]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"I want them to impeach, they will love the red tsunami in November 🤣",0,[ 450  940 1026 ... 1000  179  234]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"Is this really Trey Gowdy, with that fancy new hair cut and the new suit along with his nonstop lying and covering for the Deep state scum I thought he was Anderson Cooper. Wow my bad.",0,[ 436  385  426 ... 1000  271  157]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,Think of military martial justice for those enemies of the country!,0,[1033 1200 1152 ...  374  128 1147]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"""You've actually seen too much.""
When Hillary Reveals Her FINAL FORM, then we can All Agree that We've Seen WAAAY Too Much. Can We Get Some Eye Bleach Over Here, Please?",1,[1190  316  611 ...  157  739  179]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,Let Schiff release all of his hidden docs and out the fake whistleblower Spy,0,[1134  365 1242 ... 1417  702  222]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"If Juan wants to be an expert, then he should spend time learning the rules.",0,[ 370  376  354 ... 1003  185  702]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,All them that talk tough now want to pop the Democrats on the hand and tell him to go to their room,0,[ 446  347  356 ... 1205  374  702]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,Start impeachment against Pelosy and others especially shift do to them what they have done to others,1,[1190  458  344 ... 1336 1205  702]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,Yes let's get a party in there that will do their job and do something for the people thank you representative Collins,0,[1026  325 1482 ... 1000  739  596]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"PELOSI'S LIPS, YUK! -- I'VE SEEN BETTER LOOKING LIPS ON THE NORTH SIDE OF A SOUTH-BOUND MILK COW!!!",0,[1190  344  458 ...  739  157  289]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"No, dummy,... Trump will win because of his policies, and the fact that they actually work.",0,[ 944  999  414 ...  564 1437 1147]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"And you wonder why ""most"" of the American people have lost complete faith in the government. Especially the Democrats!!!",0,[ 384  347 1413 ...  271 1000 1147]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,HELL YES we need to be able to punish law breakers in Washington. DC has created a set of rules for themselves that no other American would get away with.,0,[ 830  527  880 ... 1065  596 1437]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"Conservatives who live in a bubble are often surprised when outsiders fail to relate to the bubble's interior.

Seriously. We on the outside, have no effin' idea what you conservatives are talking about. We can't keep track of your conspiracy theories, word salads, and moving the goal posts all of the time.",0,[1145 1228 1160 ...  289 1479  596]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,“Stopped watching the sequels after the second one” he is the chosen one,0,[ 546 1223  794 ...  271  418  157]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,Trey bark but no bite Gowdy,0,[ 367  436  385 ...  271 1437  157]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,Two tiers of justice in America. One for Democrats and one for the rest of us...,0,[ 835  830  456 ...  418  702 1437]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"Can someone please ask Mr Gowdy, why he and Paul Ryan stifled subpoena request during Trumps first two years in office? Russia! Russia! Russia!",1,[1211 1218 1236 ... 1147  564 1336]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,Please take Juan off this show. This show is too good. He ruins everything.,0,[328 370 346 ... 271 157 702]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,*They should put a democrat politician in jail for every criminal they let go.*,1,[ 465  380   34 ...  596 1205  702]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"When Gowdy had the opportunity and power to do something, he QUIT! He had a way that could have been at least a start, he still thinks we buy his lines? No, he's like Graham.. Rino.",1,[377 338 941 ... 157 271 222]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,I have to click away whenever Juan starts spouting his b.s.,0,[370 461 328 ... 289 282 702]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"Trump will get reelected because of his accomplishments ,abilities and character.",0,[1445  959  494 ...  564  596  702]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,I am 87 years old and in all my life I have never witnessed such dirty politics and corruption,0,[  28 1228  784 ...  739  702  418]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,Maybe Goud has something to hide himself and this is why he be a flipping 🐟,0,[ 462  377  135 ... 1437 1417  157]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"C'mon Trey, what I want to hear is "" I found a way """,0,[436 608 358 ... 165 271 157]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"2020 and a deer is controlling Twitch, we should have let the virus run it’s course!",0,[1470 1001  998 ...  515  591  939]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"Donald J. Serpico ""THEY'RE DIRTY COPS!!!!!!!!!!!!!!!!""",0,[ 661  658 1486 ...  128  289  418]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,*Put a 8 year old boy in front of Joe Biden and he'll be doing pushups without hands!*,1,[ 352 1169 1138 ...  702  418  289]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,Lindsey Graham won't do anything. He is just another RINO.,0,[ 445  476  444 ... 1437 1205  596]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,The Mueller investigation was pathetic if you remember it. So was Kavenaugh and so was the Ukraine hoax.,1,[ 116  101  183 ...  739 1147 1336]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,Good ol Juan trying his best to represent the democrats so the 5 can say their fair and balanced 😂😂😂😂 your a list cause Juan. 👇👇👇👇,0,[ 451  498  461 ... 1205  418  702]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,Nothing will happen to all of the big wigs !! they'll get away with all of this !!! Double standard !!,0,[ 852 1289  785 ... 1003  702  222]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"On the street, we say ""you don't like my first speed, you won't like my second"" I can't wait for 2024. 2020 is Trumps",0,[1399 1013 1223 ...  157  289  702]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,Trey Gowdy....I always thought highly of him but while he was a senator he did alot of talking that amounted to a whole lot of nothing!,0,[436 385 358 ... 601 222 157]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,That’s rich coming from Tre Gowdy. The guy who let Hillary Clinton skate...,0,[ 361  952 1182 ...  702  157  601]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,Hey tray what exactly did you do again except talk good line oh that's right let your swamp buddy's go now your gone yourself wow news contributor you must be proud how far you've come up in the world,0,[ 467 1133  455 ...  885  271  157]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"Juan simply never read the Federal Rules governing grand jury materials. They are PRIVILEGED -- not because of anything President Trump said -- but because of what the Legislature said in the PAST. It's called a LAW, Juan -- not a Presidential WISH. If you can't read, listen to Judge Jeanine. (Just a suggestion.)",0,[376 336 354 ... 692 564 702]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"""Impeachment Infinity,"" sounds like a flavor of gourmet ice cream that's in Nancy Pelosi's refrigerator.",0,[ 313  484  317 ...  696 1205 1437]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"House: ""IMPEACH!!! REEEEEEEE!!!""
Senate: ""Lol, no.""",0,[ 435  430  317 ...  633 1437 1205]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"Aside , i KEPT MY EYES DIRECTED ON A LEG REST SWITCH THE WHOLE TIME !!😳😳😳😳😳😳😳😳😳😳",0,[ 233 1047 1227 ... 1264  165 1065]
Trump First Impeachment,Trey Gowdy reacts to news of unlikely investigation into Obama,https://www.youtube.com/watch?v=pejREEOd4NY,"I like Graham, but if talks the talk, he needs to walk the walk!! Drain the swamp!!",0,[444 338 412 ... 157 596 271]
Trump First Impeachment,The Five' slams House Democrats' 'impeachment 2.0',https://www.youtube.com/watch?v=AX96tOm2CPg,"the democrats start so many investigations and impeachments, I can't Remember them all!😂😂",0,[ 486  347  446 ... 1397 1437 1147]
Trump First Impeachment,Collins: Trump will get reelected because of Pelosi,https://www.youtube.com/watch?v=1_AGDr1UomY,"Facts: He was impeached in the house and acquitted in the senate, next chapter....",0,[ 431  317 1201 ...  564  702 1205]
