Topic,Title,ID,Comments,Likes,Khiem,Brett,Noushin,Label
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Imagine when phones or cameras didnt exist..,1828,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"""Where is the love?""",2,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Floyd was scared,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,B. L. M 😭😭✊,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,i don't know why but I couldn't hold back tears when I watched this,5,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Thumbs up to everyone that recorded,2629,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"Is this video evidence from the city or cellular footage? I don’t wanna sound crazy, but where are the witnesses?",1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Guys go watch the bodycam footage,5,0,1,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,A cop went in there and started CPR,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,It would’ve taken one good competent officer to take him away and calmly speak to him and accommodate with him.,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,wtf...dude looked proud with his knee on his neck.,1291,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,the dislikes are from people who dont like police brutality,12,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Too bad they never showed the part where he said “I can’t breathe” even before the officer had his knee on his neck. Y’all know he was on crack at this time right???? I mean don’t get the wrong idea. He didn’t deserve to die like this.,16,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,David Attenborough primitive primate video brought me here.,1,1,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,THE COP REALY STARTS LISTENING WHEN HE SAID GET OF HIM SO I CAN PUT HIM IN THE TRUCK,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Grown man calling for his mom and they still wont let him breathe. This is terrifying. Edit: nobody ends up in that position however if they follow the law,1382,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"God bless you george, we love you so much xxx",1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Thao was staring right at Floyd motionless with Chauvin’s knee on his neck. Thao flat out lied in his interview. I watched the entire 1 hour and 28 minute interview. He stammered the entire way through the explanation of what occurred that day.,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,5:55 is when George Floyd becomes black Jesus,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,What’s George doing in a car? He said himself that he couldn’t get into the police car cuz he was claustrophobic,6,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"When a grown man calls for his Mama, that is a desperate call already. Every police should know that.",579,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Thank y’all for on,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,🥺 to sad to watch. 😥,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,THE PEOPLE HAVE HAD ENOUGH!!,2,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Rip George Floyd 🙏🏻🙏🏻🙏🏻 ✊✊🏻✊🏼✊🏽✊🏾✊🏿,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,No matter how big and strong he looks.. calling out his mama when he felt that he is being killed.. my tears are falling..,616,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Teared me up calling for his mom,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Gurge flud 🙏,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"So sad 😥 , it's looks like , Roots , episodes I am watching",0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,those employees were DUMB. you confronted a person that you thought appeared out of control of himself. what would possess you to do that? if you were going to address the incident at all (him using the counterfeit bill) you're ONLY action should have been to call the cops. only other thing would be to let it go. i've worked in a convenience store before and i always said that anybody who came in acting funky i'm calling the cops. whatever policies i may have broken in the process resulting in termination would be fine by me. i'd be unharmed and able to get another job.,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,That was straight up murder in broad daylight.,1030,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"Idk about yall but when im popping percs its already hard to breath, imaging speedballing a lethal dose while also having a whole pig on your throat",0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"""I can't breathe """,7,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,He pulled him out of the car for no reason Derek should be sentenced for life in prison and also why wasn’t he fired befor if he had 18 complaints SMH 🤦‍♀️,2,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"I always try to stay neutral on things and see the whole picture. But sadly if I was a lawyer I would say Floyd died from stress, alcohol, and/or drugs. There is too much doubt for it to be a homicide.",5,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"The officer said ""get in the car"" he said ""I will .. But i can't move"" i really want to understand where did he resist. This is pure evil",961,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Now go watch the real FULL footage !,0,0,1,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Omg whats Happening... 🙄,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,I have a hunch .Chauvin knew exactly what he was doing . & was paid to do it . if I am correct .then Chauvin & whoever paid him are the enemies of us all . I hope someone will look into this & prove I am correct,0,0,1,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,This is so sad rip george we miss you 🕊 blm. ✊✊🏻✊🏼✊🏽✊🏾✊🏿✊🏿✊🏿✊🏿✊🏿✊🏿,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"Oh my god. This is brutal, bloody brutal. He called his ""mama"" that broke my heart. Rest in peace, bro!",2216,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,4:29,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,4:29,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Can we get 1 pack you for this dood who has his knee on George,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,😭😭😭😭😭😭,2,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Who else wanted to jump through the screen. Edit: thank you guys for all the likes. Black lives matter ✊🏿✊🏾✊🏽✊🏼✊🏻,657,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"I’ve heard that the prison industry in America is pretty, well, industrial. So that’s to something ponder on. Maybe c Johnny cash 💰",1,1,0,1,1
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,MONSTERS,2,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Weird that it wasn't age restricted back then,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,✊🏿✊🏾✊🏽,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,My heart broke when he started calling out for his mama. R.I.P George Floyd,326,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,✊🏿✊🏾✊🏽,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,✊🏿✊🏾✊🏽,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,0:44 he is kneeling all his weight on the guys head/neck.... well hopefully someone will show him the error of his ways.... maybe when he drops his soap....,2,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"HOW MESSED UP IS THAT !! THE EMS EMPLOYEES NEEDED THE FIRE FIGHTERS IN ORDER TO
RESUSCITATE A MAN IN CARDIAC ARREST ?? IN LAW ENFORCEMENT, WE CALL THAT A CLUE..",0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"My hearts went out to this man when he said ""mama""",492,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,I will say n word 🤭,0,1,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,😭😭😭😭😭😭😭😭,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,😭😭,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,How can someone do that,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,The question is how many more died without been seen in CAMERA ?,470,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Oh no they didnt quickly charge them!!!,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,:),0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,😭😭😭,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,This is so sad😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,This police man has serious mental issues! Seems like he's enjoying of suffocating a human being... That hurts!,946,0,0,,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,every one stop watching,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,✊🏻✊🏼✊🏽✊🏾✊🏿,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,What did they need a firetruck for 😂,0,0,1,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,He over dosed that knee is on his back,5,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"Not many people mentioned that when the ambulance arrived, no one did CPR to him. They just let him die. Pathetic.",1623,0,0,1,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,😭😭😭😭😭,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,😔✊🏻✊🏼✊🏽✊🏾✊🏿,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,OMG rip,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,R.I.P he aint evan do nun they just doing to much like get off him,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,He called for his mama......omg that literally breaks my heart R.I.P George,524,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"This is my first time watching this, it's so painful in an indescribable way, the police were totally brutal",0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Bastars 🤬🤬🤬,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Thank you,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,😭🥺😡,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"He was calling for his Mama.
RIP George Floyd.",506,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,6:19 you cant tell me he doesnt have the most punchable face,8,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,😭😭😭😭,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,By the looks of that footage George Floyd probably died from shock and had an anxiety attack.,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,تحية لكل العرب,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"They told him to get up while pressing him down to the ground. He can’t answer them because he can’t breathe. And when he tries to get up they just use more violence. 
This is the worst thing I’ve ever seen 
Rest In Peace, George",3027,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Show the full footage,0,0,1,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,That makes me cry,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Wow...,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,You can't 'accidentally' kneel on someone's throat for 8 minutes,501,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,We love gorg,0,1,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,I DONT UNDERSTAND WHY U ALL ARGUE THAT THIS WAS OK.... IF THE COP DIDNT PUT HIS KNEE ON HIS NECK AND THE OTHER COP WAS NOT ON HIS BACK.... HE WOULD STILL BE ALIVE!!!!!,3,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,When will it stop?!?! Of course I'm talking about the media reporting black men killed by the police when white men are killed much more often.,6,1,0,1,1
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,now i feel like we need a police for the police .. smh,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,When he cried 'mama' he knew that he was passing away... So sad😖,429,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Figures one of the media outlets that never tell the full story,0,0,1,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,sabrinedenholm@gmail.com,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,I CANT BREATHE LOL THEN GET UP LOL THATS WHY HE DEADDDDDDDDDDDDDDDDDDDRR,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,"Wish Julian Assange got this much attention. Bet 99% of the ""inner city people"" don't even know who he is. We're doomed",18,1,1,0,1
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Huge respect to those guy's who filmed this and raise their voice against police.🙏🏼🙏🏼🙏🏼,947,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,He ate his fentanyl before being cuffed. Tell the truth you liars.,25,1,1,1,1
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,this is the funniest thing I have seen yet.. do you really believe what you just said?,0,0,1,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,I love you,1,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,Insane act 😞,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,This looks like a planned murder. Does not look like an accident.,422,0,0,1,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,lmao 😂😂😂😂😂👌🏿,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,gore found? or george floyd the god,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,I’ve been thinking abt this for a while now how is he talking if he can’t breathe 😭,0,0,0,0,0
Murder of George Floyd,How George Floyd Was Killed in Police Custody | Visual Investigations,https://www.youtube.com/watch?v=vksEJR9EPQ8,He would not be dead had he not resisted arrest we would also not be in the place we are now,0,1,0,1,1
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,"“Racism isn’t getting worse, it’s just getting filmed”
- Will Smith",2815,0,0,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,"I start to understand what's going on in US after this video. In Russia I haven't seen this point of view ever. I'll tell everybody I know now about it. Social contract. This is the core thing and this is why those windows are broken. Take care, people. And let me write these three letters for the first time in my life with deep empathy - BLM!",315,0,0,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,"“When injustice becomes law, resistance becomes duty.” - Thomas Jefferson",164,0,0,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,Can i just say how good of a speaker trever noah is,206,0,0,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,Guys. Can we take a moment to appreciate that this is not “scripted”,8684,0,0,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,"Trevor 
is brilliant in the way he makes common sense out of current events. He has a gift beyond his years. I watch him and marvel at his wisdom. His wisdom comes so natural. My friends we are watching genius at work. Listen to this young man he is able to connect with humanity.",85,0,0,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,"I felt everything you said. I have experienced this from an early age. I can remember being in the 1st grade and the teacher asked all of us what we wanted to be when we grew up. I said I wanted to be the president of the world. The teacher and the class laughed at me and one boy shouted out,"" You can't be president, your black."" The teacher didn't object to his statement. This happened in 1979. The teacher was old then, I wish she lived to see Obama become president. I am a teacher now and it embarrasses me that she was a part of our occupation. Complete disregard for a young boy's elevated aspirations. I have never gone to jail, but my skin has allowed me the opportunity to ""interact"" with the police many times.",75,0,0,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,Now imagine how many George Floyds there are that are _not_ caught on camera.,4840,0,0,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,"I still cannot get over the contrast:
1. Dylann, a white Supremacist, shot up a church (reloaded several times) & kills about 10 people (old and young ). 
Cops arrest, no bodily harm , no excessive force, and even bought a burger for him. He got pure decency and a burger, after committing cold blooded murder!

2. George, a black guy in a car never killed anyone but currently suspected of a crime, cops suffocated him to death even when he wasn't resisting nor armed. 
He got brutally killed on suspicion of a crime (and no it wasn't murder).

Why was one treated like a human being in spite of a heinous crime, while the other was treated less than an animal on suspicion of a crime",232,0,1,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,"I just want to say this monologue was inspiring and powerful. I've shared it with family and friends, all white, and have been amazed at the response and empathy that it has garnered. It's been re-shared throughout our social circles and it has changed minds. My grandmother, who is supremely old-school had shivers and tears. Trevor, your talent for speaking helped people understand the need for the protests, the need for reform, and got people to understand the privilege they enjoy in a way I have never witnessed before. Thank you for your perspective and your moving way with words. It's speeches like this that change not just minds, but hearts too.",88,,0,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,Meanwhile Candace Owens & Ben Shapiro complaining about Cardi B and the WAP.,4,1,1,0,1
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,"This speech will be part of history. Forever. Trevor, never stop using your voice. Very few are given this chance. Very few people like you. Forza.",201,0,0,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,“Police in America are LOOTING Black Bodies.”,330,0,1,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,You can see Trevor is on to something big by the number of dislikes. People are triggered. Trevor is a really bright cookie and I think he should take a role in politics as he has such a good handle on the bigger picture,36,0,0,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,"Trevor is so articulate and deliberate in what he says. While I love and appreciate #StephenColbert #JimmyKimmel #SethMeyers #JamesCordon, as they genuinely empathize with this movement, Trevor can speak to it from a perspective they cannot... heck, most of cannot ... as an outsider, an insider, and an Apartheid South African. So much respect.",102,0,0,0,0
Murder of George Floyd,"George Floyd, Minneapolis Protests, Ahmaud Arbery &amp; Amy Cooper | The Daily Social Distancing Show",https://www.youtube.com/watch?v=v4amCfVbA_c,You should make speaches im crying inside your just stating the facts but the eloquent way you put it states it very well. .. thank you.,47,0,0,0,0
